Box name: 15
Data source: Thuenen Institute of Sea Fisheries (TI-SF)
Data Contact: Boris Cisewski (boris.cisewski@thuenen.de)
Comment / note: German IBTS CTD data
Cruise ID / Site ID,Station Name,Year,Month,Day,Hour,Minute,Dec Lat,Dec Lon,Sounding,Pressure,Temp,Temp Flag,Sal,Sal Flag
HB,    99,  611, 1989,  6, 17, 10,  5,  54.2423,   2.5010,   40,    0.000,   16.146, 1,   34.319, 1
HB,    99,  611, 1989,  6, 17, 10,  5,  54.2423,   2.5010,   40,    1.000,   15.878, 1,   34.329, 1
HB,    99,  611, 1989,  6, 17, 10,  5,  54.2423,   2.5010,   40,    2.000,   15.610, 1,   34.339, 1
HB,    99,  611, 1989,  6, 17, 10,  5,  54.2423,   2.5010,   40,    3.000,   15.342, 1,   34.349, 1
HB,    99,  611, 1989,  6, 17, 10,  5,  54.2423,   2.5010,   40,    4.000,   15.255, 1,   34.352, 1
HB,    99,  611, 1989,  6, 17, 10,  5,  54.2423,   2.5010,   40,    5.000,   15.214, 1,   34.353, 1
HB,    99,  611, 1989,  6, 17, 10,  5,  54.2423,   2.5010,   40,    6.000,   15.173, 1,   34.354, 1
HB,    99,  611, 1989,  6, 17, 10,  5,  54.2423,   2.5010,   40,    7.000,   15.032, 1,   34.374, 1
HB,    99,  611, 1989,  6, 17, 10,  5,  54.2423,   2.5010,   40,    8.000,   14.743, 1,   34.422, 1
HB,    99,  611, 1989,  6, 17, 10,  5,  54.2423,   2.5010,   40,    9.000,   14.442, 1,   34.462, 1
HB,    99,  611, 1989,  6, 17, 10,  5,  54.2423,   2.5010,   40,   10.000,   14.095, 1,   34.465, 1
HB,    99,  611, 1989,  6, 17, 10,  5,  54.2423,   2.5010,   40,   11.000,   13.747, 1,   34.468, 1
HB,    99,  611, 1989,  6, 17, 10,  5,  54.2423,   2.5010,   40,   12.000,   13.399, 1,   34.472, 1
HB,    99,  611, 1989,  6, 17, 10,  5,  54.2423,   2.5010,   40,   13.000,   13.110, 1,   34.486, 1
HB,    99,  611, 1989,  6, 17, 10,  5,  54.2423,   2.5010,   40,   14.000,   12.859, 1,   34.507, 1
HB,    99,  611, 1989,  6, 17, 10,  5,  54.2423,   2.5010,   40,   15.000,   12.608, 1,   34.529, 1
HB,    99,  611, 1989,  6, 17, 10,  5,  54.2423,   2.5010,   40,   16.000,   12.465, 1,   34.536, 1
HB,    99,  611, 1989,  6, 17, 10,  5,  54.2423,   2.5010,   40,   17.000,   12.349, 1,   34.539, 1
HB,    99,  611, 1989,  6, 17, 10,  5,  54.2423,   2.5010,   40,   18.000,   12.232, 1,   34.543, 1
