Box name: 10
Data source: Thuenen Institute of Sea Fisheries (TI-SF)
Data Contact: Boris Cisewski (boris.cisewski@thuenen.de)
Comment / note: German IBTS CTD data
Cruise ID / Site ID,Station Name,Year,Month,Day,Hour,Minute,Dec Lat,Dec Lon,Sounding,Pressure,Temp,Temp Flag,Sal,Sal Flag
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,    3.000,    5.696, 1,   34.712, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,    4.000,    5.695, 1,   34.712, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,    5.000,    5.696, 1,   34.711, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,    6.000,    5.695, 1,   34.711, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,    7.000,    5.695, 1,   34.712, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,    8.000,    5.696, 1,   34.711, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,    9.000,    5.695, 1,   34.711, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   10.000,    5.694, 1,   34.711, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   11.000,    5.694, 1,   34.712, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   12.000,    5.692, 1,   34.712, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   13.000,    5.691, 1,   34.713, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   14.000,    5.691, 1,   34.713, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   15.000,    5.692, 1,   34.713, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   16.000,    5.692, 1,   34.712, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   17.000,    5.691, 1,   34.713, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   18.000,    5.690, 1,   34.713, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   19.000,    5.690, 1,   34.713, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   20.000,    5.690, 1,   34.713, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   21.000,    5.690, 1,   34.713, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   22.000,    5.691, 1,   34.713, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   23.000,    5.691, 1,   34.713, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   24.000,    5.691, 1,   34.713, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   25.000,    5.691, 1,   34.714, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   26.000,    5.692, 1,   34.715, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   27.000,    5.692, 1,   34.715, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   28.000,    5.692, 1,   34.715, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   29.000,    5.692, 1,   34.715, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   30.000,    5.694, 1,   34.716, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   31.000,    5.695, 1,   34.716, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   32.000,    5.695, 1,   34.716, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   33.000,    5.695, 1,   34.716, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   34.000,    5.696, 1,   34.717, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   35.000,    5.696, 1,   34.717, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   36.000,    5.696, 1,   34.717, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   37.000,    5.698, 1,   34.718, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   38.000,    5.698, 1,   34.718, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   39.000,    5.699, 1,   34.718, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   40.000,    5.700, 1,   34.718, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   41.000,    5.701, 1,   34.719, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   42.000,    5.702, 1,   34.719, 1
DA,   724,  191, 2024,  2, 18, 11, 18,  57.2257,   6.2302,   73,   43.000,    5.702, 1,   34.719, 1
