Box name: 5
Data source: Thuenen Institute of Sea Fisheries (TI-SF)
Data Contact: Boris Cisewski (boris.cisewski@thuenen.de)
Comment / note: German IBTS CTD data
Cruise ID / Site ID,Station Name,Year,Month,Day,Hour,Minute,Dec Lat,Dec Lon,Sounding,Pressure,Temp,Temp Flag,Sal,Sal Flag
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,    0.000,   11.738, 1,   35.121, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,    1.000,   11.754, 1,   35.113, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,    2.000,   11.733, 1,   35.114, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,    3.000,   11.720, 1,   35.115, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,    4.000,   11.720, 1,   35.115, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,    5.000,   11.719, 1,   35.115, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,    6.000,   11.719, 1,   35.115, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,    7.000,   11.719, 1,   35.115, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,    8.000,   11.719, 1,   35.115, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,    9.000,   11.718, 1,   35.115, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   10.000,   11.718, 1,   35.116, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   11.000,   11.719, 1,   35.118, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   12.000,   11.719, 1,   35.119, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   13.000,   11.718, 1,   35.119, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   14.000,   11.716, 1,   35.119, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   15.000,   11.715, 1,   35.119, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   16.000,   11.714, 1,   35.119, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   17.000,   11.712, 1,   35.119, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   18.000,   11.680, 1,   35.135, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   19.000,   11.640, 1,   35.155, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   20.000,   11.627, 1,   35.159, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   21.000,   11.621, 1,   35.159, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   22.000,   11.615, 1,   35.158, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   23.000,   11.609, 1,   35.158, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   24.000,   11.603, 1,   35.158, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   25.000,   11.596, 1,   35.158, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   26.000,   11.590, 1,   35.157, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   27.000,   11.584, 1,   35.157, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   28.000,   11.578, 1,   35.157, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   29.000,   11.566, 1,   35.160, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   30.000,   11.555, 1,   35.164, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   31.000,   11.539, 1,   35.168, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   32.000,   11.521, 1,   35.174, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   33.000,   11.503, 1,   35.179, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   34.000,   11.358, 1,   35.181, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   35.000,   11.127, 1,   35.181, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   36.000,   10.897, 1,   35.181, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   37.000,   10.666, 1,   35.182, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   38.000,   10.436, 1,   35.182, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   39.000,   10.205, 1,   35.182, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   40.000,    9.975, 1,   35.182, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   41.000,    9.744, 1,   35.182, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   42.000,    9.514, 1,   35.182, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   43.000,    9.283, 1,   35.183, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   44.000,    9.053, 1,   35.183, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   45.000,    8.822, 1,   35.183, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   46.000,    8.725, 1,   35.183, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   47.000,    8.662, 1,   35.183, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   48.000,    8.598, 1,   35.183, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   49.000,    8.534, 1,   35.183, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   50.000,    8.471, 1,   35.183, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   51.000,    8.407, 1,   35.183, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   52.000,    8.344, 1,   35.183, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   53.000,    8.280, 1,   35.183, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   54.000,    8.217, 1,   35.183, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   55.000,    8.153, 1,   35.183, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   56.000,    8.090, 1,   35.183, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   57.000,    8.026, 1,   35.183, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   58.000,    7.967, 1,   35.184, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   59.000,    7.908, 1,   35.184, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   60.000,    7.849, 1,   35.185, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   61.000,    7.790, 1,   35.186, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   62.000,    7.732, 1,   35.187, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   63.000,    7.698, 1,   35.188, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   64.000,    7.680, 1,   35.189, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   65.000,    7.663, 1,   35.190, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   66.000,    7.645, 1,   35.192, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   67.000,    7.628, 1,   35.193, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   68.000,    7.610, 1,   35.194, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   69.000,    7.593, 1,   35.195, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   70.000,    7.575, 1,   35.197, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   71.000,    7.558, 1,   35.198, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   72.000,    7.544, 1,   35.199, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   73.000,    7.544, 1,   35.199, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   74.000,    7.544, 1,   35.198, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   75.000,    7.544, 1,   35.198, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   76.000,    7.544, 1,   35.198, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   77.000,    7.544, 1,   35.197, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   78.000,    7.544, 1,   35.197, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   79.000,    7.545, 1,   35.196, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   80.000,    7.545, 1,   35.196, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   81.000,    7.545, 1,   35.196, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   82.000,    7.546, 1,   35.195, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   83.000,    7.546, 1,   35.195, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   84.000,    7.545, 1,   35.195, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   85.000,    7.545, 1,   35.195, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   86.000,    7.545, 1,   35.195, 1
HB,    99,  723, 1989,  7,  2,  6,  0,  58.7510,   0.4727,  139,   87.000,    7.544, 1,   35.195, 1
