Box name: 1
Data source: Thuenen Institute of Sea Fisheries (TI-SF)
Data Contact: Boris Cisewski (boris.cisewski@thuenen.de)
Comment / note: German IBTS CTD data
Cruise ID / Site ID,Station Name,Year,Month,Day,Hour,Minute,Dec Lat,Dec Lon,Sounding,Pressure,Temp,Temp Flag,Sal,Sal Flag
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,    0.000,   13.198, 1,   33.797, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,    1.000,   13.205, 1,   33.794, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,    2.000,   13.203, 1,   33.797, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,    3.000,   13.201, 1,   33.800, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,    4.000,   13.198, 1,   33.802, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,    5.000,   13.194, 1,   33.804, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,    6.000,   13.188, 1,   33.804, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,    7.000,   13.183, 1,   33.805, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,    8.000,   13.178, 1,   33.806, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,    9.000,   13.172, 1,   33.807, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   10.000,   13.170, 1,   33.808, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   11.000,   13.169, 1,   33.810, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   12.000,   13.168, 1,   33.812, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   13.000,   13.167, 1,   33.814, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   14.000,   13.166, 1,   33.816, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   15.000,   13.167, 1,   33.817, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   16.000,   13.169, 1,   33.816, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   17.000,   13.171, 1,   33.816, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   18.000,   13.173, 1,   33.816, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   19.000,   13.175, 1,   33.815, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   20.000,   13.177, 1,   33.816, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   21.000,   13.179, 1,   33.818, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   22.000,   13.181, 1,   33.821, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   23.000,   13.183, 1,   33.823, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   24.000,   13.185, 1,   33.826, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   25.000,   13.188, 1,   33.829, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   26.000,   12.673, 1,   33.929, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   27.000,   12.028, 1,   34.054, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   28.000,   11.384, 1,   34.178, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   29.000,   10.739, 1,   34.303, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   30.000,   10.176, 1,   34.426, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   31.000,    9.939, 1,   34.543, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   32.000,    9.701, 1,   34.660, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   33.000,    9.464, 1,   34.777, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   34.000,    9.226, 1,   34.893, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   35.000,    8.988, 1,   35.010, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   36.000,    8.751, 1,   35.127, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   37.000,    8.583, 1,   35.200, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   38.000,    8.519, 1,   35.207, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   39.000,    8.456, 1,   35.214, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   40.000,    8.393, 1,   35.221, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   41.000,    8.330, 1,   35.228, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   42.000,    8.267, 1,   35.236, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   43.000,    8.212, 1,   35.244, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   44.000,    8.160, 1,   35.253, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   45.000,    8.107, 1,   35.261, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   46.000,    8.055, 1,   35.270, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   47.000,    8.003, 1,   35.279, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   48.000,    7.950, 1,   35.287, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   49.000,    7.939, 1,   35.287, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   50.000,    7.937, 1,   35.284, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   51.000,    7.935, 1,   35.282, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   52.000,    7.933, 1,   35.279, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   53.000,    7.931, 1,   35.277, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   54.000,    7.918, 1,   35.274, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   55.000,    7.886, 1,   35.272, 1
HB,    84,  677, 1987,  7, 19, 10,  2,  60.2083,   0.8867,  160,   56.000,    7.855, 1,   35.270, 1
