Box name: 3
Data source: Thuenen Institute of Sea Fisheries (TI-SF)
Data Contact: Boris Cisewski (boris.cisewski@thuenen.de)
Comment / note: German IBTS CTD data
Cruise ID / Site ID,Station Name,Year,Month,Day,Hour,Minute,Dec Lat,Dec Lon,Sounding,Pressure,Temp,Temp Flag,Sal,Sal Flag
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,    0.000,   13.298, 1,   30.867, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,    1.000,   13.268, 1,   30.872, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,    2.000,   13.238, 1,   30.877, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,    3.000,   13.208, 1,   30.881, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,    4.000,   13.178, 1,   30.886, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,    5.000,   13.113, 1,   30.910, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,    6.000,   13.039, 1,   30.938, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,    7.000,   12.965, 1,   30.967, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,    8.000,   12.891, 1,   30.995, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,    9.000,   12.817, 1,   31.024, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   10.000,   12.743, 1,   31.052, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   11.000,   12.620, 1,   31.106, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   12.000,   12.300, 1,   31.259, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   13.000,   11.980, 1,   31.412, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   14.000,   11.711, 1,   31.629, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   15.000,   11.477, 1,   31.890, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   16.000,   11.242, 1,   32.150, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   17.000,   11.008, 1,   32.411, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   18.000,   10.727, 1,   32.644, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   19.000,   10.261, 1,   32.769, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   20.000,    9.795, 1,   32.893, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   21.000,    9.386, 1,   33.021, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   22.000,    9.208, 1,   33.160, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   23.000,    9.029, 1,   33.299, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   24.000,    8.851, 1,   33.439, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   25.000,    8.672, 1,   33.578, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   26.000,    8.494, 1,   33.717, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   27.000,    8.316, 1,   33.856, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   28.000,    8.137, 1,   33.995, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   29.000,    7.978, 1,   34.094, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   30.000,    7.848, 1,   34.133, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   31.000,    7.717, 1,   34.171, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   32.000,    7.587, 1,   34.209, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   33.000,    7.457, 1,   34.247, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   34.000,    7.326, 1,   34.286, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   35.000,    7.196, 1,   34.324, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   36.000,    7.117, 1,   34.350, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   37.000,    7.114, 1,   34.358, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   38.000,    7.111, 1,   34.365, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   39.000,    7.108, 1,   34.373, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   40.000,    7.069, 1,   34.387, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   41.000,    7.030, 1,   34.401, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   42.000,    6.992, 1,   34.415, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   43.000,    6.953, 1,   34.429, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   44.000,    6.914, 1,   34.443, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   45.000,    6.875, 1,   34.457, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   46.000,    6.840, 1,   34.471, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   47.000,    6.811, 1,   34.487, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   48.000,    6.782, 1,   34.503, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   49.000,    6.782, 1,   34.524, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   50.000,    6.828, 1,   34.552, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   51.000,    6.874, 1,   34.580, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   52.000,    6.900, 1,   34.604, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   53.000,    6.851, 1,   34.607, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   54.000,    6.802, 1,   34.610, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   55.000,    6.763, 1,   34.615, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   56.000,    6.730, 1,   34.621, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   57.000,    6.698, 1,   34.627, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   58.000,    6.665, 1,   34.633, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   59.000,    6.633, 1,   34.639, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   60.000,    6.600, 1,   34.645, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   61.000,    6.568, 1,   34.651, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   62.000,    6.535, 1,   34.657, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   63.000,    6.503, 1,   34.663, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   64.000,    6.511, 1,   34.670, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   65.000,    6.545, 1,   34.679, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   66.000,    6.579, 1,   34.687, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   67.000,    6.588, 1,   34.698, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   68.000,    6.591, 1,   34.709, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   69.000,    6.576, 1,   34.714, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   70.000,    6.548, 1,   34.716, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   71.000,    6.558, 1,   34.723, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   72.000,    6.622, 1,   34.737, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   73.000,    6.676, 1,   34.751, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   74.000,    6.687, 1,   34.758, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   75.000,    6.698, 1,   34.766, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   76.000,    6.730, 1,   34.777, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   77.000,    6.778, 1,   34.790, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   78.000,    6.825, 1,   34.803, 1
HB,    91,  471, 1988,  6, 29, 19, 20,  60.1207,   4.3863,  285,   79.000,    6.855, 1,   34.813, 1
