Box name: 9
Data source: Thuenen Institute of Sea Fisheries (TI-SF)
Data Contact: Boris Cisewski (boris.cisewski@thuenen.de)
Comment / note: German IBTS CTD data
Cruise ID / Site ID,Station Name,Year,Month,Day,Hour,Minute,Dec Lat,Dec Lon,Sounding,Pressure,Temp,Temp Flag,Sal,Sal Flag
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,    2.000,    6.974, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,    3.000,    6.973, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,    4.000,    6.973, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,    5.000,    6.973, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,    6.000,    6.973, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,    7.000,    6.973, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,    8.000,    6.975, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,    9.000,    6.975, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,   10.000,    6.974, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,   11.000,    6.971, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,   12.000,    6.971, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,   13.000,    6.972, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,   14.000,    6.971, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,   15.000,    6.965, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,   16.000,    6.960, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,   17.000,    6.957, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,   18.000,    6.953, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,   19.000,    6.950, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,   20.000,    6.954, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,   21.000,    6.957, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,   22.000,    6.958, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,   23.000,    6.959, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,   24.000,    6.957, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,   25.000,    6.951, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,   26.000,    6.947, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,   27.000,    6.946, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,   28.000,    6.946, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,   29.000,    6.945, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,   30.000,    6.945, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,   31.000,    6.945, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,   32.000,    6.945, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,   33.000,    6.946, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,   34.000,    6.946, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,   35.000,    6.946, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,   36.000,    6.946, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,   37.000,    6.946, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,   38.000,    6.946, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,   39.000,    6.946, 1,   35.019, 1
DA,   724,  136, 2024,  2, 14, 14, 38,  56.8500,   2.7515,   72,   40.000,    6.946, 1,   35.019, 1
