Box : 1 
Data source : BSH 
Data contact : Dagmar Kieke, BSH, dagmar.kieke@bsh.de 
Comment : everything in the polygone, NSSS surveys complete, apart from this remaining German CTD data not yet complete, a lot is still missing, 1980s with focus on German Bight 
Cruise ID / Site ID,Station Name,Year,Month,Day,Hour,Minute,Dec Lat,Dec Lon,Sounding,Pressure,Temp,Temp Flag,Sal,Sal Flag
 G117A, unknown,  1988,   8, 24,   6,   0, 61.0000,  0.6033,   146,     0.0,     NaN,  1,     NaN,  1
  G117A, unknown,  1988,   8, 24,   6,   0, 61.0000,  0.6033,   146,     1.0,     NaN,  1,     NaN,  1
  G117A, unknown,  1988,   8, 24,   6,   0, 61.0000,  0.6033,   146,     2.0,     NaN,  1,     NaN,  1
  G117A, unknown,  1988,   8, 24,   6,   0, 61.0000,  0.6033,   146,     3.0, 13.1618,  1, 35.1940,  1
  G117A, unknown,  1988,   8, 24,   6,   0, 61.0000,  0.6033,   146,     4.0, 13.1648,  1, 35.1940,  1
  G117A, unknown,  1988,   8, 24,   6,   0, 61.0000,  0.6033,   146,     5.0, 13.1598,  1, 35.1930,  1
  G117A, unknown,  1988,   8, 24,   6,   0, 61.0000,  0.6033,   146,     6.0, 13.1618,  1, 35.1940,  1
  G117A, unknown,  1988,   8, 24,   6,   0, 61.0000,  0.6033,   146,     7.0, 13.1668,  1, 35.1950,  1
  G117A, unknown,  1988,   8, 24,   6,   0, 61.0000,  0.6033,   146,     8.0, 13.1748,  1, 35.1940,  1
  G117A, unknown,  1988,   8, 24,   6,   0, 61.0000,  0.6033,   146,     9.0, 13.1708,  1, 35.1990,  1
  G117A, unknown,  1988,   8, 24,   6,   0, 61.0000,  0.6033,   146,    10.0, 13.1558,  1, 35.1920,  1
  G117A, unknown,  1988,   8, 24,   6,   0, 61.0000,  0.6033,   146,    11.0, 13.1558,  1, 35.1920,  1
  G117A, unknown,  1988,   8, 24,   6,   0, 61.0000,  0.6033,   146,    12.0, 13.1638,  1, 35.1930,  1
  G117A, unknown,  1988,   8, 24,   6,   0, 61.0000,  0.6033,   146,    13.0, 13.1698,  1, 35.1940,  1
  G117A, unknown,  1988,   8, 24,   6,   0, 61.0000,  0.6033,   146,    14.0, 13.1778,  1, 35.1970,  1
  G117A, unknown,  1988,   8, 24,   6,   0, 61.0000,  0.6033,   146,    15.0, 13.1818,  1, 35.1980,  1
  G117A, unknown,  1988,   8, 24,   6,   0, 61.0000,  0.6033,   146,    16.0, 13.1828,  1, 35.1990,  1
  G117A, unknown,  1988,   8, 24,   6,   0, 61.0000,  0.6033,   146,    17.0, 13.1868,  1, 35.1990,  1
  G117A, unknown,  1988,   8, 24,   6,   0, 61.0000,  0.6033,   146,    18.0, 13.1868,  1, 35.2000,  1
  G117A, unknown,  1988,   8, 24,   6,   0, 61.0000,  0.6033,   146,    19.0, 13.1868,  1, 35.2000,  1
  G117A, unknown,  1988,   8, 24,   6,   0, 61.0000,  0.6033,   146,    20.0, 13.1868,  1, 35.2000,  1
  G117A, unknown,  1988,   8, 24,   6,   0, 61.0000,  0.6033,   146,    21.0, 13.1868,  1, 35.2000,  1
  G117A, unknown,  1988,   8, 24,   6,   0, 61.0000,  0.6033,   146,    22.0, 13.1838,  1, 35.2000,  1
