Station Description:,Central Skagerrak,,,,,
Region:,9,,,,,
Latitude:,57.9333 N,,,,,
Longitude:,9.4500 E,,,,,
Measurement Depth/Range:,Deep-water,100-200m,,,,
Long Term Averaging Period:,1991-2020,,,,,
Long Term Mean:,7.056,35.072,,,,
Standard Deviation:,0.591,0.069,,,,
Notes:,Skagerrak deep-water (100-200m) properties (Atlantic inflow north of Jutland,,,,,
Data Source:,IMR - Institute of Marine Research - Norway,,,,,
Contact Name (email):,Jon Albretsen (jon.albretsen@hi.no),,,,,
Location of source datasets:,IMR - Institute of Marine Research - Norway,,,,,
Data Protection:,Include on ICES website for free distribution.,,,,,
Year,Temperature C,Temperature Anomaly C,Temperature Anomaly Normalized,Salinity,Salinity Anomaly,Salinity Anomaly Normalized
1952,,,,,,
1953,,,,,,
1954,,,,,,
1955,,,,,,
1956,,,,,,
1957,,,,,,
1958,,,,,,
1959,7.203,-0.094,-0.231,35.133,0.036,0.627
1960,7.073,-0.224,-0.550,35.084,-0.014,-0.237
1961,,,,,,
1962,,,,,,
1963,5.120,-2.178,-5.338,35.012,-0.085,-1.490
1964,,,,,,
1965,6.835,-0.463,-1.134,35.118,0.020,0.357
1966,6.339,-0.958,-2.349,35.054,-0.044,-0.768
1967,7.118,-0.180,-0.440,35.070,-0.027,-0.475
1968,6.429,-0.869,-2.129,35.135,0.038,0.661
1969,,,,,,
1970,6.079,-1.218,-2.987,35.088,-0.009,-0.164
1971,6.971,-0.326,-0.800,35.148,0.051,0.888
1972,6.981,-0.316,-0.775,35.062,-0.035,-0.615
1973,7.210,-0.088,-0.215,35.119,0.021,0.369
1974,6.764,-0.534,-1.309,35.111,0.014,0.239
1975,7.300,0.003,0.007,35.110,0.013,0.219
1976,6.763,-0.535,-1.311,35.063,-0.034,-0.602
1977,6.289,-1.008,-2.471,34.954,-0.144,-2.509
1978,6.679,-0.618,-1.515,34.944,-0.154,-2.682
1979,5.917,-1.380,-3.383,34.934,-0.164,-2.859
1980,5.984,-1.313,-3.220,34.869,-0.228,-3.989
1981,6.501,-0.797,-1.953,35.015,-0.082,-1.434
1982,6.418,-0.879,-2.155,34.997,-0.100,-1.747
1983,7.195,-0.102,-0.250,35.078,-0.020,-0.347
1984,6.691,-0.607,-1.487,35.024,-0.074,-1.285
1985,6.528,-0.770,-1.888,35.076,-0.021,-0.371
1986,6.146,-1.152,-2.824,35.050,-0.047,-0.822
1987,,,,,,
1988,6.848,-0.449,-1.101,34.926,-0.172,-3.000
1989,7.854,0.557,1.365,35.091,-0.007,-0.117
1990,7.801,0.504,1.235,35.116,0.018,0.322
1991,7.513,0.215,0.527,35.160,0.063,1.095
1992,7.755,0.458,1.121,35.145,0.048,0.832
1993,6.872,-0.426,-1.043,35.132,0.034,0.603
1994,6.403,-0.894,-2.192,34.936,-0.161,-2.820
1995,6.999,-0.299,-0.732,35.116,0.018,0.321
1996,6.716,-0.581,-1.424,35.015,-0.082,-1.437
1997,7.273,-0.024,-0.060,35.125,0.028,0.484
1998,7.340,0.042,0.104,35.087,-0.011,-0.184
1999,7.105,-0.192,-0.471,35.105,0.008,0.137
2000,7.151,-0.146,-0.358,35.100,0.002,0.039
2001,6.801,-0.496,-1.216,35.046,-0.052,-0.906
2002,7.423,0.126,0.308,35.085,-0.012,-0.216
2003,7.434,0.137,0.335,35.124,0.027,0.465
2004,7.574,0.276,0.678,35.129,0.032,0.555
2005,7.446,0.148,0.364,35.246,0.148,2.591
2006,6.944,-0.354,-0.867,35.153,0.055,0.964
2007,7.846,0.548,1.343,35.114,0.017,0.289
2008,7.542,0.244,0.598,35.128,0.030,0.528
2009,7.343,0.046,0.112,35.139,0.042,0.729
2010,7.011,-0.287,-0.704,35.106,0.008,0.142
2011,6.658,-0.640,-1.568,35.106,0.008,0.144
2012,7.662,0.364,0.892,35.125,0.027,0.478
2013,6.720,-0.577,-1.415,35.109,0.012,0.203
2014,7.535,0.238,0.583,35.064,-0.034,-0.586
2015,7.813,0.516,1.264,35.053,-0.044,-0.776
2016,7.759,0.462,1.132,35.098,0.001,0.014
2017,8.005,0.708,1.735,35.092,-0.006,-0.100
2018,7.118,-0.180,-0.440,35.019,-0.078,-1.366
2019,7.425,0.127,0.312,34.997,-0.100,-1.748
2020,7.739,0.441,1.081,35.070,-0.027,-0.471
2021,,,,,,
2022,7.730,0.432,1.059,35.060,-0.037,-0.653
2023,8.022,0.724,1.775,34.994,-0.103,-1.800
2024,7.634,0.337,0.826,34.988,-0.109,-1.911
