Index:,31,,,,,
Station Description:,Fair Isle Current Water (Waters entering North Sea from Atlantic),,,,,
Region:,North Sea,,,,,
Latitude:,59 N,,,,,
Longitude:,2 W,,,,,
Measurement Depth/Range:,0-100 m,,,,,
"Area:,""LINESTRING(-2.233 59.283, -1.933 59.283)"",,,,,"
Spatial Coverage:,Data are collected from the first two standard stations on the JONSIS line,,,,,
Vertical Coverage:,Average over the depth range,,,,,
Temporal Coverage:,Sampling typically occurs 3 times a year  (April/May then  Sep/Oct and Dec) however periods with higher or lower temporal coverage exist.,,,,,
Seasonal Cycle:,Seasonal cycle of temperature is described for each depth level and removed.,,,,,
Reference:,The Scottish Ocean Climate Status Report. Hughes S.L. (ed.) Marine Scotland Report.,,,,,
Notes:,Mean T and S in first two stations on Jonsis Line,,,,,
Data Source:,MSS - Marine Scotland Science - Aberdeen - UK,,,,,
Contact Name (email):,Bee Berx (b.berx@marlab.ac.uk),,,,,
Location of source datasets:,MSS - Marine Scotland Science - Aberdeen - UK,,,,,
Data Protection:,Include on ICES website for free distribution.,,,,,
Long Term Averaging Period:,1991-2020,1991-2020,,,,
Long Term Mean:,10.148,34.870,,,,
Standard Deviation:,0.57,0.150,,,,
Averaging Method:,Annual data is extracted from filtered dataset using 2 year running mean,,,,,
Year,Temperature °C,Temperature Anomaly °C,Temperature Anomaly Normalised °C,Salinity,Salinity Anomaly,Salinity Anomaly Normalised 
      1960,   ,   ,   ,  ,  ,  
      1961,     9.69,    -0.46,    -0.80,   34.864,   -0.006,   -0.039
      1962,     9.56,    -0.59,    -1.04,   34.920,    0.050,    0.335
      1963,   ,   ,   ,  ,  ,  
      1964,   ,   ,   ,  ,  ,  
      1965,   ,   ,   ,  ,  ,  
      1966,   ,   ,   ,  ,  ,  
      1967,   ,   ,   ,  ,  ,  
      1968,     9.45,    -0.69,    -1.22,   34.813,   -0.057,   -0.383
      1969,     9.45,    -0.70,    -1.23,   34.861,   -0.009,   -0.059
      1970,     9.39,    -0.76,    -1.34,   34.937,    0.067,    0.443
      1971,     9.33,    -0.82,    -1.45,   34.923,    0.053,    0.352
      1972,     9.30,    -0.84,    -1.49,   34.922,    0.052,    0.349
      1973,     9.44,    -0.71,    -1.25,   34.938,    0.068,    0.452
      1974,     9.72,    -0.43,    -0.75,   34.901,    0.031,    0.205
      1975,     9.80,    -0.35,    -0.61,   34.933,    0.063,    0.420
      1976,    10.09,    -0.06,    -0.10,   34.939,    0.069,    0.462
      1977,     9.64,    -0.51,    -0.90,   34.791,   -0.079,   -0.529
      1978,     9.20,    -0.95,    -1.68,   34.770,   -0.100,   -0.669
      1979,     9.25,    -0.90,    -1.59,   34.838,   -0.032,   -0.215
      1980,     9.29,    -0.86,    -1.51,   34.858,   -0.012,   -0.081
      1981,     9.27,    -0.88,    -1.54,   34.811,   -0.059,   -0.394
      1982,     9.50,    -0.65,    -1.15,   34.883,    0.013,    0.085
      1983,     9.57,    -0.58,    -1.02,   34.942,    0.072,    0.481
      1984,     9.58,    -0.57,    -1.00,   34.929,    0.059,    0.396
      1985,     9.47,    -0.67,    -1.19,   34.894,    0.024,    0.162
      1986,     9.25,    -0.89,    -1.57,   34.838,   -0.032,   -0.212
