Index:,33,,,,,
Station Description:,North Sea - Helgoland Roads,,,,,
Region:,North Sea,,,,,
Latitude:,54.1833 N,,,,,
Longitude:,7.9 E,,,,,
Measurement Depth/Range:,Surface,,,,,
Long Term Averaging Period:,1981-2010,1981-2010,,,,
Long Term Mean:,10.26,32.096,,,,
Standard Deviation:,0.75,0.568,,,,
Averaging Method:,Average of monthly means,,,,,
Notes:,Data processing (monthly means) by BSH (alexander.frohse@bsh.de),,,,,
Data Source:,Alfred-Wegener-Institut (AWI) - Helmholtz-Zentrum für Polar- und Meeresforschung,,,,,
Contact Name (email):,Karen Wiltshire (karen.wiltshire@awi.de),,,,,
Location of source datasets:,Alfred-Wegener-Institut (AWI) - Helmholtz-Zentrum für Polar- und Meeresforschung,,,,,
Data Protection:,Include on ICES website for free distribution.,,,,,
Year,Temperature °C,Temperature Anomaly °C,Temperature Anomaly Normalised °C,Salinity,Salinity Anomaly,Salinity Anomaly Normalised
1950,10.30,0.04,0.05,32.796,0.700,1.231
1951,9.71,-0.55,-0.74,32.691,0.595,1.048
1952,9.50,-0.77,-1.02,32.025,-0.071,-0.125
1953,10.08,-0.18,-0.24,31.927,-0.169,-0.297
1954,8.94,-1.33,-1.76,32.731,0.635,1.117
1955,9.18,-1.08,-1.44,31.543,-0.553,-0.974
1956,8.87,-1.39,-1.86,31.224,-0.872,-1.535
1957,9.89,-0.37,-0.50,31.745,-0.351,-0.617
1958,9.56,-0.71,-0.94,31.813,-0.283,-0.498
1959,10.37,0.11,0.14,32.388,0.292,0.514
1960,10.02,-0.25,-0.33,32.883,0.787,1.385
1961,10.66,0.39,0.53,31.151,-0.945,-1.663
1962,9.34,-0.92,-1.23,31.495,-0.601,-1.057
1963,8.30,-1.97,-2.62,32.690,0.594,1.045
1964,9.40,-0.86,-1.15,32.735,0.639,1.125
1965,9.48,-0.78,-1.04,31.571,-0.525,-0.925
1966,9.67,-0.59,-0.79,31.652,-0.444,-0.782
1967,10.37,0.11,0.15,31.213,-0.883,-1.554
1968,9.85,-0.41,-0.55,31.872,-0.225,-0.395
1969,9.37,-0.90,-1.19,31.761,-0.335,-0.590
1970,9.22,-1.04,-1.39,31.295,-0.801,-1.410
1971,9.77,-0.49,-0.65,32.275,0.178,0.314
1972,9.62,-0.64,-0.85,32.877,0.781,1.374
1973,10.14,-0.12,-0.16,32.212,0.116,0.203
1974,9.99,-0.28,-0.37,32.566,0.470,0.826
1975,10.64,0.37,0.50,31.821,-0.275,-0.484
1976,9.90,-0.36,-0.48,32.227,0.131,0.230
1977,9.86,-0.41,-0.54,32.607,0.511,0.898
1978,9.70,-0.56,-0.75,32.258,0.162,0.285
1979,8.55,-1.71,-2.28,32.215,0.119,0.209
1980,9.57,-0.70,-0.93,31.620,-0.476,-0.837
1981,9.39,-0.87,-1.16,30.754,-1.342,-2.362
1982,9.86,-0.41,-0.54,31.503,-0.593,-1.044
1983,10.10,-0.17,-0.22,31.208,-0.888,-1.562
1984,9.57,-0.69,-0.92,32.059,-0.037,-0.066
1985,8.98,-1.29,-1.71,31.909,-0.187,-0.329
1986,8.90,-1.36,-1.81,32.088,-0.008,-0.014
1987,8.90,-1.36,-1.81,30.855,-1.241,-2.183
1988,10.22,-0.05,-0.06,31.552,-0.544,-0.958
1989,10.95,0.68,0.91,32.225,0.129,0.227
1990,11.07,0.80,1.07,32.611,0.515,0.907
1991,9.85,-0.41,-0.55,32.935,0.839,1.477
1992,10.44,0.17,0.23,32.840,0.744,1.309
1993,9.72,-0.54,-0.72,32.523,0.427,0.751
1994,10.42,0.16,0.21,32.111,0.014,0.025
1995,10.96,0.69,0.92,31.356,-0.740,-1.302
1996,8.84,-1.42,-1.89,32.315,0.219,0.386
1997,10.05,-0.21,-0.29,32.399,0.303,0.532
1998,10.35,0.09,0.12,32.734,0.638,1.122
1999,10.94,0.68,0.90,32.397,0.301,0.530
2000,10.68,0.42,0.55,32.152,0.056,0.098
2001,10.66,0.40,0.53,31.590,-0.507,-0.891
2002,11.01,0.75,0.99,31.963,-0.134,-0.235
2003,10.80,0.54,0.72,32.363,0.267,0.470
2004,10.67,0.41,0.55,32.371,0.275,0.484
2005,10.78,0.52,0.69,32.260,0.164,0.289
2006,10.97,0.71,0.94,32.678,0.582,1.024
2007,11.57,1.31,1.74,31.740,-0.357,-0.627
2008,10.97,0.70,0.94,32.622,0.525,0.925
2009,10.69,0.43,0.57,32.762,0.666,1.171
2010,9.61,-0.66,-0.87,32.009,-0.088,-0.154
2011,10.38,0.11,0.15,32.238,0.142,0.249
2012,10.45,0.18,0.24,32.562,0.466,0.820
2013,9.92,-0.34,-0.45,31.766,-0.330,-0.580
2014,11.86,1.59,2.12,32.781,0.685,1.205
2015,11.09,0.83,1.11,32.478,0.382,0.672
2016,11.57,1.31,1.75,32.748,0.652,1.147
2017,11.21,0.95,1.27,32.496,0.400,0.704
2018,10.94,0.68,0.91,32.989,0.893,1.572
2019,11.28,1.01,1.35,32.770,0.680,1.190
2020,11.77,1.51,2.01,32.700,0.604,1.063
