Box Name: 01 Data Source: IMR
Data Contact: jon.albretsen@hi.no (Jon Albretsen)
Comment/Note: Hydrographical measurements from IMR research vessel
Cruise ID / Site ID,Station Name,Year,Month,Day,Hour,Minute,Dec Lat,Dec Lon,Sounding,Pressure,Temp,Temp Flag,Sal,Sal Flag
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,4.0,8.430,1,35.351,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,5.0,8.430,1,35.351,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,6.0,8.430,1,35.351,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,7.0,8.430,1,35.350,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,8.0,8.431,1,35.350,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,9.0,8.430,1,35.350,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,10.0,8.429,1,35.350,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,11.0,8.430,1,35.350,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,12.0,8.431,1,35.350,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,13.0,8.431,1,35.350,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,14.0,8.431,1,35.350,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,15.0,8.432,1,35.350,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,16.0,8.432,1,35.350,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,17.0,8.431,1,35.349,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,18.0,8.430,1,35.349,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,19.0,8.431,1,35.350,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,20.0,8.430,1,35.349,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,21.0,8.413,1,35.349,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,22.0,8.406,1,35.348,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,23.0,8.400,1,35.348,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,24.0,8.395,1,35.348,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,25.0,8.401,1,35.348,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,26.0,8.341,1,35.345,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,27.0,8.295,1,35.343,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,28.0,8.288,1,35.343,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,29.0,8.278,1,35.342,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,30.0,8.274,1,35.342,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,31.0,8.271,1,35.342,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,32.0,8.271,1,35.342,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,33.0,8.269,1,35.342,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,34.0,8.265,1,35.342,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,35.0,8.262,1,35.342,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,36.0,8.261,1,35.342,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,37.0,8.257,1,35.342,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,38.0,8.255,1,35.342,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,39.0,8.252,1,35.342,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,40.0,8.249,1,35.341,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,41.0,8.248,1,35.341,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,42.0,8.247,1,35.341,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,43.0,8.247,1,35.341,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,44.0,8.244,1,35.341,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,45.0,8.239,1,35.341,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,46.0,8.237,1,35.340,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,47.0,8.233,1,35.340,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,48.0,8.226,1,35.340,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,49.0,8.225,1,35.340,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,50.0,8.222,1,35.339,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,51.0,8.214,1,35.339,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,52.0,8.208,1,35.339,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,53.0,8.207,1,35.338,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,54.0,8.206,1,35.338,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,55.0,8.207,1,35.338,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,56.0,8.205,1,35.338,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,57.0,8.191,1,35.336,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,58.0,8.188,1,35.337,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,59.0,8.189,1,35.337,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,60.0,8.186,1,35.337,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,61.0,8.186,1,35.337,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,62.0,8.184,1,35.337,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,63.0,8.180,1,35.337,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,64.0,8.174,1,35.337,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,65.0,8.171,1,35.337,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,66.0,8.167,1,35.336,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,67.0,8.166,1,35.336,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,68.0,8.165,1,35.336,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,69.0,8.163,1,35.336,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,70.0,8.161,1,35.336,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,71.0,8.153,1,35.335,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,72.0,8.149,1,35.335,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,73.0,8.148,1,35.335,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,74.0,8.141,1,35.334,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,75.0,8.135,1,35.334,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,76.0,8.135,1,35.333,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,77.0,8.132,1,35.333,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,78.0,8.126,1,35.333,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,79.0,8.123,1,35.332,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,80.0,8.117,1,35.332,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,81.0,8.116,1,35.332,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,82.0,8.117,1,35.332,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,83.0,8.117,1,35.332,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,84.0,8.115,1,35.332,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,85.0,8.109,1,35.332,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,86.0,8.104,1,35.331,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,87.0,8.101,1,35.331,1
FF,ECOCRUI,2007,04,12,18,07,60.746833,0.917667,NaN,88.0,8.097,1,35.331,1
