Box : 13 
Data source : BSH 
Data contact : Dagmar Kieke, BSH, dagmar.kieke@bsh.de 
Comment : everything in the polygone, CTD data not yet complete, a lot is still missing, stored is what is presently available in Aberdeen 
Cruise ID / Site ID,Station Name,Year,Month,Day,Hour,Minute,Dec Lat,Dec Lon,Sounding,Pressure,Temp,Temp Flag,Sal,Sal Flag
 45CE11010a, GN039,  2011,   8, 18,   3,  37, 57.0008,  8.0032,    34,     0.0,     NaN,  1,     NaN,  1
  45CE11010a, GN039,  2011,   8, 18,   3,  37, 57.0008,  8.0032,    34,     1.0,     NaN,  1,     NaN,  1
  45CE11010a, GN039,  2011,   8, 18,   3,  37, 57.0008,  8.0032,    34,     2.0, 16.1572,  1, 33.7985,  1
  45CE11010a, GN039,  2011,   8, 18,   3,  37, 57.0008,  8.0032,    34,     3.0, 16.1830,  1, 33.8487,  1
  45CE11010a, GN039,  2011,   8, 18,   3,  37, 57.0008,  8.0032,    34,     4.0, 16.1969,  1, 33.8878,  1
  45CE11010a, GN039,  2011,   8, 18,   3,  37, 57.0008,  8.0032,    34,     5.0, 16.1985,  1, 33.8973,  1
  45CE11010a, GN039,  2011,   8, 18,   3,  37, 57.0008,  8.0032,    34,     6.0, 16.1993,  1, 33.9060,  1
  45CE11010a, GN039,  2011,   8, 18,   3,  37, 57.0008,  8.0032,    34,     7.0, 16.2006,  1, 33.9175,  1
  45CE11010a, GN039,  2011,   8, 18,   3,  37, 57.0008,  8.0032,    34,     8.0, 16.2013,  1, 33.9261,  1
  45CE11010a, GN039,  2011,   8, 18,   3,  37, 57.0008,  8.0032,    34,     9.0, 16.2013,  1, 33.9454,  1
  45CE11010a, GN039,  2011,   8, 18,   3,  37, 57.0008,  8.0032,    34,    10.0, 16.2009,  1, 33.9522,  1
  45CE11010a, GN039,  2011,   8, 18,   3,  37, 57.0008,  8.0032,    34,    11.0, 16.2004,  1, 33.9550,  1
  45CE11010a, GN039,  2011,   8, 18,   3,  37, 57.0008,  8.0032,    34,    12.0, 16.2000,  1, 33.9556,  1
  45CE11010a, GN039,  2011,   8, 18,   3,  37, 57.0008,  8.0032,    34,    13.0, 16.1995,  1, 33.9580,  1
  45CE11010a, GN039,  2011,   8, 18,   3,  37, 57.0008,  8.0032,    34,    14.0, 16.1997,  1, 33.9585,  1
  45CE11010a, GN039,  2011,   8, 18,   3,  37, 57.0008,  8.0032,    34,    15.0, 16.1998,  1, 33.9584,  1
  45CE11010a, GN039,  2011,   8, 18,   3,  37, 57.0008,  8.0032,    34,    16.0, 16.2000,  1, 33.9582,  1
  45CE11010a, GN039,  2011,   8, 18,   3,  37, 57.0008,  8.0032,    34,    17.0, 16.2004,  1, 33.9580,  1
  45CE11010a, GN039,  2011,   8, 18,   3,  37, 57.0008,  8.0032,    34,    18.0, 16.2007,  1, 33.9578,  1
  45CE11010a, GN039,  2011,   8, 18,   3,  37, 57.0008,  8.0032,    34,    19.0, 16.2009,  1, 33.9578,  1
  45CE11010a, GN039,  2011,   8, 18,   3,  37, 57.0008,  8.0032,    34,    20.0, 16.2006,  1, 33.9582,  1
  45CE11010a, GN039,  2011,   8, 18,   3,  37, 57.0008,  8.0032,    34,    21.0, 16.1995,  1, 33.9595,  1
  45CE11010a, GN039,  2011,   8, 18,   3,  37, 57.0008,  8.0032,    34,    22.0, 16.1991,  1, 33.9595,  1
  45CE11010a, GN039,  2011,   8, 18,   3,  37, 57.0008,  8.0032,    34,    23.0, 16.1992,  1, 33.9591,  1
  45CE11010a, GN039,  2011,   8, 18,   3,  37, 57.0008,  8.0032,    34,    24.0, 16.1996,  1, 33.9592,  1
  45CE11010a, GN039,  2011,   8, 18,   3,  37, 57.0008,  8.0032,    34,    25.0, 16.1998,  1, 33.9597,  1
  45CE11010a, GN039,  2011,   8, 18,   3,  37, 57.0008,  8.0032,    34,    26.0, 16.1995,  1, 33.9604,  1
  45CE11010a, GN039,  2011,   8, 18,   3,  37, 57.0008,  8.0032,    34,    27.0, 16.1981,  1, 33.9614,  1
  45CE11010a, GN039,  2011,   8, 18,   3,  37, 57.0008,  8.0032,    34,    28.0, 16.1981,  1, 33.9615,  1
  45CE11010a, GN039,  2011,   8, 18,   3,  37, 57.0008,  8.0032,    34,    29.0, 16.1987,  1, 33.9612,  1
  45CE11010a, GN039,  2011,   8, 18,   3,  37, 57.0008,  8.0032,    34,    30.0, 16.1994,  1, 33.9607,  1
  45CE12011a, GN039,  2012,   8, 17,  12,  50, 56.9992,  8.0013,    33,     0.0,     NaN,  1,     NaN,  1
  45CE12011a, GN039,  2012,   8, 17,  12,  50, 56.9992,  8.0013,    33,     1.0,     NaN,  1,     NaN,  1
  45CE12011a, GN039,  2012,   8, 17,  12,  50, 56.9992,  8.0013,    33,     2.0, 17.1784,  1, 32.3400,  1
  45CE12011a, GN039,  2012,   8, 17,  12,  50, 56.9992,  8.0013,    33,     3.0, 17.2904,  1, 32.3249,  1
  45CE12011a, GN039,  2012,   8, 17,  12,  50, 56.9992,  8.0013,    33,     4.0, 17.3535,  1, 32.3133,  1
  45CE12011a, GN039,  2012,   8, 17,  12,  50, 56.9992,  8.0013,    33,     5.0, 17.3736,  1, 32.3168,  1
  45CE12011a, GN039,  2012,   8, 17,  12,  50, 56.9992,  8.0013,    33,     6.0, 17.2710,  1, 32.3382,  1
  45CE12011a, GN039,  2012,   8, 17,  12,  50, 56.9992,  8.0013,    33,     7.0, 17.1461,  1, 32.3468,  1
  45CE12011a, GN039,  2012,   8, 17,  12,  50, 56.9992,  8.0013,    33,     8.0, 17.1259,  1, 32.3474,  1
  45CE12011a, GN039,  2012,   8, 17,  12,  50, 56.9992,  8.0013,    33,     9.0, 17.1159,  1, 32.3514,  1
  45CE12011a, GN039,  2012,   8, 17,  12,  50, 56.9992,  8.0013,    33,    10.0, 17.0971,  1, 32.3591,  1
  45CE12011a, GN039,  2012,   8, 17,  12,  50, 56.9992,  8.0013,    33,    11.0, 17.0772,  1, 32.3716,  1
  45CE12011a, GN039,  2012,   8, 17,  12,  50, 56.9992,  8.0013,    33,    12.0, 17.0859,  1, 32.3636,  1
  45CE12011a, GN039,  2012,   8, 17,  12,  50, 56.9992,  8.0013,    33,    13.0, 17.0658,  1, 32.3719,  1
  45CE12011a, GN039,  2012,   8, 17,  12,  50, 56.9992,  8.0013,    33,    14.0, 16.9818,  1, 32.4143,  1
  45CE12011a, GN039,  2012,   8, 17,  12,  50, 56.9992,  8.0013,    33,    15.0, 16.9176,  1, 32.4524,  1
  45CE12011a, GN039,  2012,   8, 17,  12,  50, 56.9992,  8.0013,    33,    16.0, 16.8665,  1, 32.4922,  1
  45CE12011a, GN039,  2012,   8, 17,  12,  50, 56.9992,  8.0013,    33,    17.0, 16.7169,  1, 32.6202,  1
  45CE12011a, GN039,  2012,   8, 17,  12,  50, 56.9992,  8.0013,    33,    18.0, 16.3436,  1, 32.9155,  1
  45CE12011a, GN039,  2012,   8, 17,  12,  50, 56.9992,  8.0013,    33,    19.0, 16.0012,  1, 33.1166,  1
  45CE12011a, GN039,  2012,   8, 17,  12,  50, 56.9992,  8.0013,    33,    20.0, 15.5060,  1, 33.4448,  1
  45CE12011a, GN039,  2012,   8, 17,  12,  50, 56.9992,  8.0013,    33,    21.0, 14.6460,  1, 33.9364,  1
  45CE12011a, GN039,  2012,   8, 17,  12,  50, 56.9992,  8.0013,    33,    22.0, 14.1301,  1, 34.1532,  1
  45CE12011a, GN039,  2012,   8, 17,  12,  50, 56.9992,  8.0013,    33,    23.0, 14.0552,  1, 34.1663,  1
  45CE12011a, GN039,  2012,   8, 17,  12,  50, 56.9992,  8.0013,    33,    24.0, 14.0083,  1, 34.1794,  1
  45CE12011a, GN039,  2012,   8, 17,  12,  50, 56.9992,  8.0013,    33,    25.0, 13.9644,  1, 34.1987,  1
  45CE12011a, GN039,  2012,   8, 17,  12,  50, 56.9992,  8.0013,    33,    26.0, 13.8855,  1, 34.2287,  1
  45CE12011a, GN039,  2012,   8, 17,  12,  50, 56.9992,  8.0013,    33,    27.0, 13.7939,  1, 34.2550,  1
  45CE12011a, GN039,  2012,   8, 17,  12,  50, 56.9992,  8.0013,    33,    28.0, 13.7479,  1, 34.2674,  1
  45CE12011a, GN039,  2012,   8, 17,  12,  50, 56.9992,  8.0013,    33,    29.0, 13.7172,  1, 34.2765,  1
  45CE12011a, GN039,  2012,   8, 17,  12,  50, 56.9992,  8.0013,    33,    30.0, 13.6942,  1, 34.2830,  1
  45CE12011a, GN039,  2012,   8, 17,  12,  50, 56.9992,  8.0013,    33,    31.0, 13.6846,  1, 34.2844,  1
  45CE12011a, GN039,  2012,   8, 17,  12,  50, 56.9992,  8.0013,    33,    32.0, 13.6819,  1, 34.2842,  1
  45CE13012a, GN039,  2013,   8, 24,  17,  31, 57.0010,  7.9997,    34,     0.0,     NaN,  1,     NaN,  1
  45CE13012a, GN039,  2013,   8, 24,  17,  31, 57.0010,  7.9997,    34,     1.0, 18.1256,  1, 32.4455,  1
  45CE13012a, GN039,  2013,   8, 24,  17,  31, 57.0010,  7.9997,    34,     2.0, 18.1267,  1, 32.4451,  1
  45CE13012a, GN039,  2013,   8, 24,  17,  31, 57.0010,  7.9997,    34,     3.0, 18.1266,  1, 32.4453,  1
  45CE13012a, GN039,  2013,   8, 24,  17,  31, 57.0010,  7.9997,    34,     4.0, 18.1256,  1, 32.4453,  1
  45CE13012a, GN039,  2013,   8, 24,  17,  31, 57.0010,  7.9997,    34,     5.0, 18.1252,  1, 32.4454,  1
  45CE13012a, GN039,  2013,   8, 24,  17,  31, 57.0010,  7.9997,    34,     6.0, 18.1261,  1, 32.4454,  1
  45CE13012a, GN039,  2013,   8, 24,  17,  31, 57.0010,  7.9997,    34,     7.0, 18.1262,  1, 32.4454,  1
  45CE13012a, GN039,  2013,   8, 24,  17,  31, 57.0010,  7.9997,    34,     8.0, 18.1252,  1, 32.4455,  1
  45CE13012a, GN039,  2013,   8, 24,  17,  31, 57.0010,  7.9997,    34,     9.0, 18.1234,  1, 32.4458,  1
  45CE13012a, GN039,  2013,   8, 24,  17,  31, 57.0010,  7.9997,    34,    10.0, 18.1216,  1, 32.4461,  1
  45CE13012a, GN039,  2013,   8, 24,  17,  31, 57.0010,  7.9997,    34,    11.0, 18.1188,  1, 32.4466,  1
  45CE13012a, GN039,  2013,   8, 24,  17,  31, 57.0010,  7.9997,    34,    12.0, 18.1164,  1, 32.4468,  1
  45CE13012a, GN039,  2013,   8, 24,  17,  31, 57.0010,  7.9997,    34,    13.0, 18.1031,  1, 32.4483,  1
  45CE13012a, GN039,  2013,   8, 24,  17,  31, 57.0010,  7.9997,    34,    14.0, 18.0415,  1, 32.4557,  1
  45CE13012a, GN039,  2013,   8, 24,  17,  31, 57.0010,  7.9997,    34,    15.0, 17.9556,  1, 32.4694,  1
  45CE13012a, GN039,  2013,   8, 24,  17,  31, 57.0010,  7.9997,    34,    16.0, 17.8138,  1, 32.5034,  1
  45CE13012a, GN039,  2013,   8, 24,  17,  31, 57.0010,  7.9997,    34,    17.0, 17.7078,  1, 32.5350,  1
  45CE13012a, GN039,  2013,   8, 24,  17,  31, 57.0010,  7.9997,    34,    18.0, 17.6396,  1, 32.5659,  1
  45CE13012a, GN039,  2013,   8, 24,  17,  31, 57.0010,  7.9997,    34,    19.0, 17.4078,  1, 32.7359,  1
  45CE13012a, GN039,  2013,   8, 24,  17,  31, 57.0010,  7.9997,    34,    20.0, 17.2131,  1, 32.8725,  1
  45CE13012a, GN039,  2013,   8, 24,  17,  31, 57.0010,  7.9997,    34,    21.0, 17.1215,  1, 32.9437,  1
  45CE13012a, GN039,  2013,   8, 24,  17,  31, 57.0010,  7.9997,    34,    22.0, 17.0537,  1, 33.0004,  1
  45CE13012a, GN039,  2013,   8, 24,  17,  31, 57.0010,  7.9997,    34,    23.0, 17.0259,  1, 33.0267,  1
  45CE13012a, GN039,  2013,   8, 24,  17,  31, 57.0010,  7.9997,    34,    24.0, 16.6690,  1, 33.1771,  1
