Box : 12 
Data source : BSH 
Data contact : Dagmar Kieke, BSH, dagmar.kieke@bsh.de 
Comment : everything in the polygone, CTD data not yet complete, a lot is still missing, stored is what is presently available in Aberdeen 
Cruise ID / Site ID,Station Name,Year,Month,Day,Hour,Minute,Dec Lat,Dec Lon,Sounding,Pressure,Temp,Temp Flag,Sal,Sal Flag
 45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,     0.0,     NaN,  1,     NaN,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,     1.0, 18.1650,  1, 29.8585,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,     2.0, 18.1657,  1, 29.8590,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,     3.0, 18.1691,  1, 29.8639,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,     4.0, 18.1724,  1, 29.8682,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,     5.0, 18.1746,  1, 29.8699,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,     6.0, 18.1750,  1, 29.8706,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,     7.0, 18.1732,  1, 29.8710,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,     8.0, 18.1725,  1, 29.8714,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,     9.0, 18.1749,  1, 29.8727,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,    10.0, 18.1504,  1, 30.0104,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,    11.0, 17.9698,  1, 30.7897,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,    12.0, 17.7878,  1, 31.4703,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,    13.0, 17.7234,  1, 31.7077,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,    14.0, 17.7104,  1, 32.1087,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,    15.0, 17.7671,  1, 32.4658,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,    16.0, 17.8594,  1, 32.6609,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,    17.0, 17.9157,  1, 32.7413,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,    18.0, 17.9432,  1, 32.7738,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,    19.0, 17.9581,  1, 32.7888,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,    20.0, 17.9693,  1, 32.8009,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,    21.0, 17.9904,  1, 32.8476,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,    22.0, 18.0205,  1, 32.9645,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,    23.0, 18.0372,  1, 33.0767,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,    24.0, 18.0381,  1, 33.1714,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,    25.0, 18.0350,  1, 33.2839,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,    26.0, 18.0285,  1, 33.3646,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,    27.0, 18.0217,  1, 33.4117,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,    28.0, 18.0192,  1, 33.4431,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,    29.0, 18.0059,  1, 33.4666,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,    30.0, 17.9178,  1, 33.4913,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,    31.0, 17.7792,  1, 33.5258,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,    32.0, 17.6206,  1, 33.5703,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,    33.0, 17.3997,  1, 33.6438,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,    34.0, 17.0453,  1, 33.7273,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,    35.0, 16.7632,  1, 33.7820,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,    36.0, 16.6151,  1, 33.8362,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,    37.0, 16.3214,  1, 33.9159,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,    38.0, 16.0982,  1, 33.9813,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,    39.0, 15.9495,  1, 34.0641,  1
  45CE14012a, 802,  2014,   8, 12,   3,  23, 57.9505,  9.4242,   212,    40.0, 15.7563,  1, 34.1777,  1
