Box Name:,15,,,,,,,,,,,,,,,,,,
Data Source:,Cefas,,,,,,,,,,,,,,,,,,
Data Contact:,lianne.harrison@cefas.gov.uk,,,,,,,,,,,,,,,,,,
Comment/Note (incl. method description):,Hybridised timeseries from bottle data taken along oportunistic ferry route and West Gabbard smartbuoy. Regression ananlysis used to determine relationship between two datasets and compute ferry bottle data at West Gabbard site.  ,,,,,,,,,,,,,,,,,,
Cruise ID / Site ID,Station Name,Year,Month,Day,Hour,Minute,Dec Lat,Dec Lon,Sounding,Pressure,Temp,Temp Flag,Sal,Sal Flag,Param ..,Param Flag,,,
West Gabbard,West Gabbard,1971,1,15,0,0,51.9528,2.1089,0,NaN,NaN,2,NaN,2,,,,,
West Gabbard,West Gabbard,1971,2,15,0,0,51.9528,2.1089,0,NaN,NaN,2,NaN,2,,,,,
West Gabbard,West Gabbard,1971,3,15,0,0,51.9528,2.1089,0,NaN,6.354706413,2,NaN,2,,,,,
West Gabbard,West Gabbard,1971,4,15,0,0,51.9528,2.1089,0,NaN,6.806991734,2,NaN,2,,,,Fill Value = NaN,
West Gabbard,West Gabbard,1971,5,15,0,0,51.9528,2.1089,0,NaN,8.858053074,2,NaN,2,,,,,
West Gabbard,West Gabbard,1971,6,15,0,0,51.9528,2.1089,0,NaN,11.69798416,2,NaN,2,,,,,
West Gabbard,West Gabbard,1971,7,15,0,0,51.9528,2.1089,0,NaN,14.62206135,2,NaN,2,,,,0,no qc
West Gabbard,West Gabbard,1971,8,15,0,0,51.9528,2.1089,0,NaN,16.93607927,2,NaN,2,,,,1,ok
West Gabbard,West Gabbard,1971,9,15,0,0,51.9528,2.1089,0,NaN,16.9571158,2,NaN,2,,,,2,prob ok
West Gabbard,West Gabbard,1971,10,15,0,0,51.9528,2.1089,0,NaN,16.35757479,2,NaN,2,,,,3,prob bad
West Gabbard,West Gabbard,1971,11,15,0,0,51.9528,2.1089,0,NaN,12.99173054,2,NaN,2,,,,4,bad
West Gabbard,West Gabbard,1971,12,15,0,0,51.9528,2.1089,0,NaN,10.29905514,2,NaN,2,,,,5,interp
West Gabbard,West Gabbard,1972,1,15,0,0,51.9528,2.1089,0,NaN,8.858053074,2,NaN,2,,,,6,below lod
West Gabbard,West Gabbard,1972,2,15,0,0,51.9528,2.1089,0,NaN,7.417051004,2,NaN,2,,,,7,above lod
West Gabbard,West Gabbard,1972,3,15,0,0,51.9528,2.1089,0,NaN,6.943729157,2,NaN,2,,,,8,derived
West Gabbard,West Gabbard,1972,4,15,0,0,51.9528,2.1089,0,NaN,8.311103383,2,NaN,2,,,,9,missing
West Gabbard,West Gabbard,1972,5,15,0,0,51.9528,2.1089,0,NaN,10.20439077,2,NaN,2,,,,,
West Gabbard,West Gabbard,1972,6,15,0,0,51.9528,2.1089,0,NaN,11.80316679,2,NaN,2,,,,,
West Gabbard,West Gabbard,1972,7,15,0,0,51.9528,2.1089,0,NaN,14.22236735,2,NaN,2,,,,,
West Gabbard,West Gabbard,1972,8,15,0,0,51.9528,2.1089,0,NaN,16.50483048,2,NaN,2,,,,,
West Gabbard,West Gabbard,1972,9,15,0,0,51.9528,2.1089,0,NaN,15.90528947,2,NaN,2,,,,,
West Gabbard,West Gabbard,1972,10,15,0,0,51.9528,2.1089,0,NaN,14.39065956,2,NaN,2,,,,,
West Gabbard,West Gabbard,1972,11,15,0,0,51.9528,2.1089,0,NaN,10.8565231,2,NaN,2,,,,,
West Gabbard,West Gabbard,1972,12,15,0,0,51.9528,2.1089,0,NaN,10.43579257,2,NaN,2,,,,,
West Gabbard,West Gabbard,1973,1,15,0,0,51.9528,2.1089,0,NaN,7.911409379,2,NaN,2,,,,,
West Gabbard,West Gabbard,1973,2,15,0,0,51.9528,2.1089,0,NaN,7.417051004,2,NaN,2,,,,,
West Gabbard,West Gabbard,1973,3,15,0,0,51.9528,2.1089,0,NaN,6.996320473,2,NaN,2,,,,,
West Gabbard,West Gabbard,1973,4,15,0,0,51.9528,2.1089,0,NaN,7.069948316,2,NaN,2,,,,,
West Gabbard,West Gabbard,1973,5,15,0,0,51.9528,2.1089,0,NaN,9.594331503,2,NaN,2,,,,,
West Gabbard,West Gabbard,1973,6,15,0,0,51.9528,2.1089,0,NaN,12.74981049,2,NaN,2,,,,,
West Gabbard,West Gabbard,1973,7,15,0,0,51.9528,2.1089,0,NaN,15.6107781,2,NaN,2,,,,,
West Gabbard,West Gabbard,1973,8,15,0,0,51.9528,2.1089,0,NaN,16.74675053,2,NaN,2,,,,,
West Gabbard,West Gabbard,1973,9,15,0,0,51.9528,2.1089,0,NaN,17.37784633,2,NaN,2,,,,,
West Gabbard,West Gabbard,1973,10,15,0,0,51.9528,2.1089,0,NaN,14.7798353,2,NaN,2,,,,,
West Gabbard,West Gabbard,1973,11,15,0,0,51.9528,2.1089,0,NaN,NaN,2,NaN,2,,,,,
West Gabbard,West Gabbard,1973,12,15,0,0,51.9528,2.1089,0,NaN,8.542505175,2,NaN,2,,,,,
West Gabbard,West Gabbard,1974,1,15,0,0,51.9528,2.1089,0,NaN,8.33213991,2,NaN,2,,,,,
West Gabbard,West Gabbard,1974,2,15,0,0,51.9528,2.1089,0,NaN,8.405767753,2,NaN,2,,,,,
West Gabbard,West Gabbard,1974,3,15,0,0,51.9528,2.1089,0,NaN,7.911409379,2,NaN,2,,,,,
West Gabbard,West Gabbard,1974,4,15,0,0,51.9528,2.1089,0,NaN,8.752870441,2,NaN,2,,,,,
West Gabbard,West Gabbard,1974,5,15,0,0,51.9528,2.1089,0,NaN,9.804696769,2,NaN,2,,,,,
West Gabbard,West Gabbard,1974,6,15,0,0,51.9528,2.1089,0,NaN,12.11871469,2,NaN,2,,,,,
West Gabbard,West Gabbard,1974,7,15,0,0,51.9528,2.1089,0,NaN,14.95864577,2,NaN,2,,,,,
West Gabbard,West Gabbard,1974,8,15,0,0,51.9528,2.1089,0,NaN,16.6415679,2,NaN,2,,,,,
West Gabbard,West Gabbard,1974,9,15,0,0,51.9528,2.1089,0,NaN,15.55818678,2,NaN,2,,,,,
West Gabbard,West Gabbard,1974,10,15,0,0,51.9528,2.1089,0,NaN,13.30727844,2,NaN,2,,,,,
West Gabbard,West Gabbard,1974,11,15,0,0,51.9528,2.1089,0,NaN,10.93015094,2,NaN,2,,,,,
West Gabbard,West Gabbard,1974,12,15,0,0,51.9528,2.1089,0,NaN,9.510185397,2,NaN,2,,,,,
West Gabbard,West Gabbard,1975,1,15,0,0,51.9528,2.1089,0,NaN,8.752870441,2,NaN,2,,,,,
West Gabbard,West Gabbard,1975,2,15,0,0,51.9528,2.1089,0,NaN,8.090219854,2,NaN,2,,,,,
West Gabbard,West Gabbard,1975,3,15,0,0,51.9528,2.1089,0,NaN,7.385496215,2,NaN,2,,,,,
West Gabbard,West Gabbard,1975,4,15,0,0,51.9528,2.1089,0,NaN,6.785955208,2,NaN,2,,,,,
West Gabbard,West Gabbard,1975,5,15,0,0,51.9528,2.1089,0,NaN,8.679242598,2,NaN,2,,,,,
West Gabbard,West Gabbard,1975,6,15,0,0,51.9528,2.1089,0,NaN,9.173600972,2,NaN,2,,,,,
West Gabbard,West Gabbard,1975,7,15,0,0,51.9528,2.1089,0,NaN,14.24340387,2,NaN,2,,,,,
West Gabbard,West Gabbard,1975,8,15,0,0,51.9528,2.1089,0,NaN,17.3568098,2,NaN,2,,,,,
West Gabbard,West Gabbard,1975,9,15,0,0,51.9528,2.1089,0,NaN,17.56717507,2,NaN,2,,,,,
West Gabbard,West Gabbard,1975,10,15,0,0,51.9528,2.1089,0,NaN,15.0953832,2,NaN,2,,,,,
West Gabbard,West Gabbard,1975,11,15,0,0,51.9528,2.1089,0,NaN,12.88654791,2,NaN,2,,,,,
West Gabbard,West Gabbard,1975,12,15,0,0,51.9528,2.1089,0,NaN,9.804696769,2,NaN,2,,,,,
West Gabbard,West Gabbard,1976,1,15,0,0,51.9528,2.1089,0,NaN,8.016592011,2,NaN,2,,,,,
West Gabbard,West Gabbard,1976,2,15,0,0,51.9528,2.1089,0,NaN,6.091749831,2,NaN,2,,,,,
West Gabbard,West Gabbard,1976,3,15,0,0,51.9528,2.1089,0,NaN,6.754400418,2,NaN,2,,,,,
West Gabbard,West Gabbard,1976,4,15,0,0,51.9528,2.1089,0,NaN,7.774671956,2,NaN,2,,,,,
West Gabbard,West Gabbard,1976,5,15,0,0,51.9528,2.1089,0,NaN,9.436557554,2,NaN,2,,,,,
West Gabbard,West Gabbard,1976,6,15,0,0,51.9528,2.1089,0,NaN,13.38090628,2,NaN,2,,,,,
West Gabbard,West Gabbard,1976,7,15,0,0,51.9528,2.1089,0,NaN,17.06229843,2,NaN,2,,,,,
West Gabbard,West Gabbard,1976,8,15,0,0,51.9528,2.1089,0,NaN,18.04049692,2,NaN,2,,,,,
West Gabbard,West Gabbard,1976,9,15,0,0,51.9528,2.1089,0,NaN,17.95635081,2,NaN,2,,,,,
West Gabbard,West Gabbard,1976,10,15,0,0,51.9528,2.1089,0,NaN,15.90528947,2,NaN,2,,,,,
West Gabbard,West Gabbard,1976,11,15,0,0,51.9528,2.1089,0,NaN,14.43273261,2,NaN,2,,,,,
West Gabbard,West Gabbard,1976,12,15,0,0,51.9528,2.1089,0,NaN,8.647687808,2,NaN,2,,,,,
West Gabbard,West Gabbard,1977,1,15,0,0,51.9528,2.1089,0,NaN,7.911409379,2,NaN,2,,,,,
West Gabbard,West Gabbard,1977,2,15,0,0,51.9528,2.1089,0,NaN,7.806226746,2,NaN,2,,,,,
West Gabbard,West Gabbard,1977,3,15,0,0,51.9528,2.1089,0,NaN,8.048146801,2,NaN,2,,,,,
West Gabbard,West Gabbard,1977,4,15,0,0,51.9528,2.1089,0,NaN,8.279548593,2,NaN,2,,,,,
West Gabbard,West Gabbard,1977,5,15,0,0,51.9528,2.1089,0,NaN,9.625886293,2,NaN,2,,,,,
West Gabbard,West Gabbard,1977,6,15,0,0,51.9528,2.1089,0,NaN,11.38243626,2,NaN,2,,,,,
West Gabbard,West Gabbard,1977,7,15,0,0,51.9528,2.1089,0,NaN,13.59127155,2,NaN,2,,,,,
West Gabbard,West Gabbard,1977,8,15,0,0,51.9528,2.1089,0,NaN,16.53638527,2,NaN,2,,,,,
West Gabbard,West Gabbard,1977,9,15,0,0,51.9528,2.1089,0,NaN,16.25239216,2,NaN,2,,,,,
West Gabbard,West Gabbard,1977,10,15,0,0,51.9528,2.1089,0,NaN,14.85346314,2,NaN,2,,,,,
West Gabbard,West Gabbard,1977,11,15,0,0,51.9528,2.1089,0,NaN,12.29752517,2,NaN,2,,,,,
West Gabbard,West Gabbard,1977,12,15,0,0,51.9528,2.1089,0,NaN,9.48914887,2,NaN,2,,,,,
West Gabbard,West Gabbard,1978,1,15,0,0,51.9528,2.1089,0,NaN,7.701044113,2,NaN,2,,,,,
West Gabbard,West Gabbard,1978,2,15,0,0,51.9528,2.1089,0,NaN,NaN,2,NaN,2,,,,,
West Gabbard,West Gabbard,1978,3,15,0,0,51.9528,2.1089,0,NaN,6.070713305,2,NaN,2,,,,,
West Gabbard,West Gabbard,1978,4,15,0,0,51.9528,2.1089,0,NaN,6.544035152,2,NaN,2,,,,,
West Gabbard,West Gabbard,1978,5,15,0,0,51.9528,2.1089,0,NaN,8.731833914,2,NaN,2,,,,,
West Gabbard,West Gabbard,1978,6,15,0,0,51.9528,2.1089,0,NaN,NaN,2,NaN,2,,,,,
West Gabbard,West Gabbard,1978,7,15,0,0,51.9528,2.1089,0,NaN,NaN,2,NaN,2,,,,,
West Gabbard,West Gabbard,1978,8,15,0,0,51.9528,2.1089,0,NaN,15.58974157,2,NaN,2,,,,,
West Gabbard,West Gabbard,1978,9,15,0,0,51.9528,2.1089,0,NaN,NaN,2,NaN,2,,,,,
West Gabbard,West Gabbard,1978,10,15,0,0,51.9528,2.1089,0,NaN,15.16901104,2,NaN,2,,,,,
West Gabbard,West Gabbard,1978,11,15,0,0,51.9528,2.1089,0,NaN,12.22389732,2,NaN,2,,,,,
West Gabbard,West Gabbard,1978,12,15,0,0,51.9528,2.1089,0,NaN,NaN,2,NaN,2,,,,,
West Gabbard,West Gabbard,1979,1,15,0,0,51.9528,2.1089,0,NaN,4.892667818,2,NaN,2,,,,,
West Gabbard,West Gabbard,1979,2,15,0,0,51.9528,2.1089,0,NaN,5.12406961,2,NaN,2,,,,,
West Gabbard,West Gabbard,1979,3,15,0,0,51.9528,2.1089,0,NaN,4.54556513,2,NaN,2,,,,,
West Gabbard,West Gabbard,1979,4,15,0,0,51.9528,2.1089,0,NaN,6.28107857,2,NaN,2,,,,,
West Gabbard,West Gabbard,1979,5,15,0,0,51.9528,2.1089,0,NaN,8.626651281,2,NaN,2,,,,,
West Gabbard,West Gabbard,1979,6,15,0,0,51.9528,2.1089,0,NaN,NaN,2,NaN,2,,,,,
West Gabbard,West Gabbard,1979,7,15,0,0,51.9528,2.1089,0,NaN,15.16901104,2,NaN,2,,,,,
West Gabbard,West Gabbard,1979,8,15,0,0,51.9528,2.1089,0,NaN,16.27342868,2,NaN,2,,,,,
West Gabbard,West Gabbard,1979,9,15,0,0,51.9528,2.1089,0,NaN,NaN,2,NaN,2,,,,,
West Gabbard,West Gabbard,1979,10,15,0,0,51.9528,2.1089,0,NaN,15.22160236,2,NaN,2,,,,,
West Gabbard,West Gabbard,1979,11,15,0,0,51.9528,2.1089,0,NaN,13.17054102,2,NaN,2,,,,,
West Gabbard,West Gabbard,1979,12,15,0,0,51.9528,2.1089,0,NaN,11.59280153,2,NaN,2,,,,,
West Gabbard,West Gabbard,1980,1,15,0,0,51.9528,2.1089,0,NaN,8.048146801,2,NaN,2,,,,,
West Gabbard,West Gabbard,1980,2,15,0,0,51.9528,2.1089,0,NaN,7.154094423,2,NaN,2,,,,,
West Gabbard,West Gabbard,1980,3,15,0,0,51.9528,2.1089,0,NaN,6.806991734,2,NaN,2,,,,,
West Gabbard,West Gabbard,1980,4,15,0,0,51.9528,2.1089,0,NaN,6.891137841,2,NaN,2,,,,,
West Gabbard,West Gabbard,1980,5,15,0,0,51.9528,2.1089,0,NaN,8.153329434,2,NaN,2,,,,,
West Gabbard,West Gabbard,1980,6,15,0,0,51.9528,2.1089,0,NaN,12.27648864,2,NaN,2,,,,,
West Gabbard,West Gabbard,1980,7,15,0,0,51.9528,2.1089,0,NaN,14.0645934,2,NaN,2,,,,,
West Gabbard,West Gabbard,1980,8,15,0,0,51.9528,2.1089,0,NaN,NaN,2,NaN,2,,,,,
West Gabbard,West Gabbard,1980,9,15,0,0,51.9528,2.1089,0,NaN,NaN,2,NaN,2,,,,,
West Gabbard,West Gabbard,1980,10,15,0,0,51.9528,2.1089,0,NaN,15.32678499,2,NaN,2,,,,,
West Gabbard,West Gabbard,1980,11,15,0,0,51.9528,2.1089,0,NaN,11.11947968,2,NaN,2,,,,,
West Gabbard,West Gabbard,1980,12,15,0,0,51.9528,2.1089,0,NaN,7.669489323,2,NaN,2,,,,,
West Gabbard,West Gabbard,1981,1,15,0,0,51.9528,2.1089,0,NaN,5.597391457,2,NaN,2,,,,,
West Gabbard,West Gabbard,1981,2,15,0,0,51.9528,2.1089,0,NaN,5.176660926,2,NaN,2,,,,,
West Gabbard,West Gabbard,1981,3,15,0,0,51.9528,2.1089,0,NaN,NaN,2,NaN,2,,,,,
West Gabbard,West Gabbard,1981,4,15,0,0,51.9528,2.1089,0,NaN,8.016592011,2,NaN,2,,,,,
West Gabbard,West Gabbard,1981,5,15,0,0,51.9528,2.1089,0,NaN,10.5409752,2,NaN,2,,,,,
West Gabbard,West Gabbard,1981,6,15,0,0,51.9528,2.1089,0,NaN,12.29752517,2,NaN,2,,,,,
West Gabbard,West Gabbard,1981,7,15,0,0,51.9528,2.1089,0,NaN,15.32678499,2,NaN,2,,,,,
West Gabbard,West Gabbard,1981,8,15,0,0,51.9528,2.1089,0,NaN,16.90452448,2,NaN,2,,,,,
West Gabbard,West Gabbard,1981,9,15,0,0,51.9528,2.1089,0,NaN,17.16748106,2,NaN,2,,,,,
West Gabbard,West Gabbard,1981,10,15,0,0,51.9528,2.1089,0,NaN,15.55818678,2,NaN,2,,,,,
West Gabbard,West Gabbard,1981,11,15,0,0,51.9528,2.1089,0,NaN,13.06535838,2,NaN,2,,,,,
West Gabbard,West Gabbard,1981,12,15,0,0,51.9528,2.1089,0,NaN,NaN,2,NaN,2,,,,,
West Gabbard,West Gabbard,1982,1,15,0,0,51.9528,2.1089,0,NaN,NaN,2,NaN,2,,,,,
West Gabbard,West Gabbard,1982,2,15,0,0,51.9528,2.1089,0,NaN,6.754400418,2,NaN,2,,,,,
West Gabbard,West Gabbard,1982,3,15,0,0,51.9528,2.1089,0,NaN,7.353941425,2,NaN,2,,,,,
West Gabbard,West Gabbard,1982,4,15,0,0,51.9528,2.1089,0,NaN,10.12024467,2,NaN,2,,,,,
West Gabbard,West Gabbard,1982,5,15,0,0,51.9528,2.1089,0,NaN,NaN,2,NaN,2,,,,,
West Gabbard,West Gabbard,1982,6,15,0,0,51.9528,2.1089,0,NaN,NaN,2,NaN,2,,,,,
West Gabbard,West Gabbard,1982,7,15,0,0,51.9528,2.1089,0,NaN,NaN,2,NaN,2,,,,,
West Gabbard,West Gabbard,1982,8,15,0,0,51.9528,2.1089,0,NaN,NaN,2,NaN,2,,,,,
West Gabbard,West Gabbard,1982,9,15,0,0,51.9528,2.1089,0,NaN,NaN,2,NaN,2,,,,,
West Gabbard,West Gabbard,1982,10,15,0,0,51.9528,2.1089,0,NaN,NaN,2,NaN,2,,,,,
West Gabbard,West Gabbard,1982,11,15,0,0,51.9528,2.1089,0,NaN,NaN,2,NaN,2,,,,,
West Gabbard,West Gabbard,1982,12,15,0,0,51.9528,2.1089,0,NaN,10.5409752,2,NaN,2,,,,,
West Gabbard,West Gabbard,1983,1,15,0,0,51.9528,2.1089,0,NaN,NaN,2,NaN,2,,,,,
West Gabbard,West Gabbard,1983,2,15,0,0,51.9528,2.1089,0,NaN,5.281843559,2,NaN,2,,,,,
West Gabbard,West Gabbard,1983,3,15,0,0,51.9528,2.1089,0,NaN,5.281843559,2,NaN,2,,,,,
West Gabbard,West Gabbard,1983,4,15,0,0,51.9528,2.1089,0,NaN,6.996320473,2,NaN,2,,,,,
West Gabbard,West Gabbard,1983,5,15,0,0,51.9528,2.1089,0,NaN,9.699514136,2,NaN,2,,,,,
West Gabbard,West Gabbard,1983,6,15,0,0,51.9528,2.1089,0,NaN,12.32907996,2,NaN,2,,,,,
West Gabbard,West Gabbard,1983,7,15,0,0,51.9528,2.1089,0,NaN,14.64309788,2,NaN,2,,,,,
West Gabbard,West Gabbard,1983,8,15,0,0,51.9528,2.1089,0,NaN,17.30421849,2,NaN,2,,,,,
West Gabbard,West Gabbard,1983,9,15,0,0,51.9528,2.1089,0,NaN,17.69339423,2,NaN,2,,,,,
