Box Name: 05 Ork-Uts-esai
Data Source: SGMD
Data Contact: Bee Berx (barbara.berx@gov.scot); Berit Rabe (berit.rabe@gov.scot)
Comment/Note (incl. method description): HydCem Database Extraction - everything in polygon described by boundaries; exclude data from _db.hyd
Cruise ID / Site ID,Station Name,Year,Month,Day,Hour,Minute,Dec Lat,Dec Lon,Sounding,Pressure,Temp,Temp Flag,Sal,Sal Flag
EX192500,  16,1925,09,30,03,10,  59.1667,  -0.4000, 138, 135,    7.670,  0,   35.280,  0
EX192500,  16,1925,09,30,03,10,  59.1667,  -0.4000, 138, 120,    7.720,  0,   35.260,  0
EX192500,  16,1925,09,30,03,10,  59.1667,  -0.4000, 138, 100,    7.780,  0,   35.260,  0
EX192500,  16,1925,09,30,03,10,  59.1667,  -0.4000, 138,  80,    7.840,  0,   35.270,  0
EX192500,  16,1925,09,30,03,10,  59.1667,  -0.4000, 138,  60,    8.550,  0,   35.310,  0
EX192500,  16,1925,09,30,03,10,  59.1667,  -0.4000, 138,  40,   10.930,  0,   35.270,  0
EX192500,  16,1925,09,30,03,10,  59.1667,  -0.4000, 138,  20,   10.970,  0,   35.280,  0
EX192500,  16,1925,09,30,03,10,  59.1667,  -0.4000, 138,   0,   10.940,  0,   35.230,  0
EX192500,  17,1925,07,30,07,30,  59.0000,  -0.3167, 131, 128,    6.920,  0,   35.150,  0
EX192500,  17,1925,07,30,07,30,  59.0000,  -0.3167, 131, 100,    6.920,  0,   35.130,  0
EX192500,  17,1925,07,30,07,30,  59.0000,  -0.3167, 131,  80,    6.910,  0,   35.140,  0
EX192500,  17,1925,07,30,07,30,  59.0000,  -0.3167, 131,  60,    7.010,  0,   35.030,  0
EX192500,  17,1925,07,30,07,30,  59.0000,  -0.3167, 131,  40,    9.430,  0,   35.090,  0
EX192500,  17,1925,07,30,07,30,  59.0000,  -0.3167, 131,  30,   10.200,  0,   35.050,  0
EX192500,  17,1925,07,30,07,30,  59.0000,  -0.3167, 131,  20,   11.950,  0,   35.050,  0
EX192500,  17,1925,07,30,07,30,  59.0000,  -0.3167, 131,  10,   14.720,  0,   34.950,  0
EX192500,  17,1925,07,30,07,30,  59.0000,  -0.3167, 131,   0,   15.420,  0,   34.920,  0
EX192500,  28,1925,08,05,14,30,  59.5000,  -0.4167, 130, 125,    7.240,  0,   35.270,  0
EX192500,  28,1925,08,05,14,30,  59.5000,  -0.4167, 130, 100,    7.340,  0,   35.270,  0
EX192500,  28,1925,08,05,14,30,  59.5000,  -0.4167, 130,  80,    7.370,  0,   35.270,  0
EX192500,  28,1925,08,05,14,30,  59.5000,  -0.4167, 130,  60,    8.800,  0,   35.280,  0
EX192500,  28,1925,08,05,14,30,  59.5000,  -0.4167, 130,  40,    9.740,  0,   35.190,  0
EX192500,  28,1925,08,05,14,30,  59.5000,  -0.4167, 130,  30,   10.740,  0,   35.200,  0
EX192500,  28,1925,08,05,14,30,  59.5000,  -0.4167, 130,  20,   13.780,  0,   35.140,  0
EX192500,  28,1925,08,05,14,30,  59.5000,  -0.4167, 130,  10,   13.920,  0,   35.120,  0
EX192500,  28,1925,08,05,14,30,  59.5000,  -0.4167, 130,   0,   14.300,  0,   35.150,  0
EX192500,  52,1925,08,21,09,50,  59.0000,  -0.3167, 138, 135,    7.110,  0,   35.280,  0
EX192500,  52,1925,08,21,09,50,  59.0000,  -0.3167, 138, 100,    7.090,  0,   35.210,  0
EX192500,  52,1925,08,21,09,50,  59.0000,  -0.3167, 138,  80,    7.090,  0,   35.120,  0
EX192500,  52,1925,08,21,09,50,  59.0000,  -0.3167, 138,  60,    7.250,  0,   35.080,  0
EX192500,  52,1925,08,21,09,50,  59.0000,  -0.3167, 138,  50,    9.360,  0,   35.080,  0
EX192500,  52,1925,08,21,09,50,  59.0000,  -0.3167, 138,  40,   10.190,  0,   35.090,  0
EX192500,  52,1925,08,21,09,50,  59.0000,  -0.3167, 138,  30,   13.150,  0,   35.050,  0
EX192500,  52,1925,08,21,09,50,  59.0000,  -0.3167, 138,  20,   13.270,  0,   35.100,  0
EX192500,  52,1925,08,21,09,50,  59.0000,  -0.3167, 138,  10,   13.330,  0,   35.050,  0
EX192500,  52,1925,08,21,09,50,  59.0000,  -0.3167, 138,   0,   13.380,  0,   35.040,  0
EX192600,  11,1926,09,20,15,30,  59.3833,   0.3500, 137,   0,   12.520,  0,   35.090,  0
EX192600,  11,1926,09,20,15,30,  59.3833,   0.3500, 137,  10,   12.520,  0,   35.070,  0
EX192600,  11,1926,09,20,15,30,  59.3833,   0.3500, 137,  20,   12.520,  0,   35.080,  0
EX192600,  11,1926,09,20,15,30,  59.3833,   0.3500, 137,  30,   12.400,  0,   35.160,  0
EX192600,  11,1926,09,20,15,30,  59.3833,   0.3500, 137,  40,   12.380,  0,   35.190,  0
EX192600,  11,1926,09,20,15,30,  59.3833,   0.3500, 137,  50,    8.120,  0,   35.110,  0
EX192600,  11,1926,09,20,15,30,  59.3833,   0.3500, 137,  60,    7.430,  0,   35.110,  0
EX192600,  11,1926,09,20,15,30,  59.3833,   0.3500, 137,  80,    6.580,  0,   35.170,  0
EX192600,  11,1926,09,20,15,30,  59.3833,   0.3500, 137, 100,    6.600,  0,   35.170,  0
EX192600,  11,1926,09,20,15,30,  59.3833,   0.3500, 137, 134,    6.600,  0,   35.130,  0
EX192600,  12,1926,09,20,21,15,  58.9500,   0.4167, 150,   0,   12.660,  0,   35.030,  0
EX192600,  12,1926,09,20,21,15,  58.9500,   0.4167, 150,  10,   12.660,  0,   35.040,  0
EX192600,  12,1926,09,20,21,15,  58.9500,   0.4167, 150,  20,   12.660,  0,   35.080,  0
EX192600,  12,1926,09,20,21,15,  58.9500,   0.4167, 150,  30,   12.530,  0,   35.080,  0
EX192600,  12,1926,09,20,21,15,  58.9500,   0.4167, 150,  40,   11.940,  0,   35.140,  0
EX192600,  12,1926,09,20,21,15,  58.9500,   0.4167, 150,  50,   11.050,  0,   35.090,  0
EX192600,  12,1926,09,20,21,15,  58.9500,   0.4167, 150,  60,    8.660,  0,   35.160,  0
EX192600,  12,1926,09,20,21,15,  58.9500,   0.4167, 150,  80,    6.900,  0,   35.130,  0
