# Index:,NWES_001,,,,,,,
# Station Description:,Point 33 - Astan,,,,,,,
# Region Code:,NWES,,,,,,,
# Latitude:,48.78 N,,,,,,,
# Longitude:,3.94 W,,,,,,,
# Detailed Location (WKT):,,,,,,,,
# Measurement Depth/Range:,2 m,,,,,,,
# Sampling Frequency:,Every two weeks,,,,,,,
# Long Term Averaging Period:,1998-2010,,,,,,,
# Calculation Methodology:,,,,,,,,
# Data Source:,CNRS - Observatoire Oceanologique de Roscoff - France,,,,,,,
# Contact Name (email):,Pascal Morin (pmorin@sb-roscoff.fr),,,,,,,
# Notes:,,,,,,,,
# Reference:,,,,,,,,
# DOI:,,,,,,,,
# Website:,,,,,,,,
Month,Temperature °C,SD,Min,Max,Salinity,SD,Min,Max
0.5,10.65,0.9,9.05,12.4,35.169,0.343,34.221,35.584
1.5,9.97,0.71,8.6,11.15,35.116,0.317,34.106,35.522
2.5,9.84,0.84,8.1,11.3,35.026,0.277,34.202,35.381
3.5,10.7,0.64,9.4,11.7,35.041,0.242,34.586,35.375
4.5,12.16,0.82,10.5,13.5,35.08,0.179,34.698,35.338
5.5,13.6,1.07,10,14.8,35.14,0.175,34.644,35.315
6.5,15.12,0.67,14.1,17.7,35.214,0.124,34.941,35.337
7.5,15.8,0.41,15.1,16.7,35.344,0.116,35.036,35.577
8.5,15.77,0.5,14.9,16.87,35.371,0.093,35.216,35.637
9.5,14.82,0.52,13.8,15.9,35.393,0.117,35.254,35.753
10.5,13.33,0.74,11.95,15.2,35.32,0.117,35.075,35.744
11.5,11.74,0.72,10.48,13.5,35.262,0.144,34.856,35.439
Measured Data for year 2016,,,,,,,,
Month,Temperature °C,Salinity,,,,,,
0.131,12.45,35.313
0.590,11.40,35.232
1.082,11.40,35.134
1.574,10.85,35.073
2.098,10.45,35.095
2.525,10.35,35.096
3.016,10.35,35.113
3.475,10.80,35.143
3.934,11.10,35.197
4.393,11.90,35.179
4.951,12.95,35.168
5.443,13.75,35.158
5.902,14.40,35.17
6.393,15.05,35.191
6.885,15.40,35.225
7.377,15.56,35.261
7.836,15.75,35.293
8.295,15.80,35.338
8.754,15.58,35.342
9.311,14.95,35.378
9.770,14.35,35.372
10.262,13.75,35.4
10.721,13.10,35.374
11.213,12.22,35.423
11.705,12.05,35.44
